YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2012,2,18,14.55,-2.56,5.99,12.47,13.06,22.58,9.52
2012,2,19,14.44,-1.25,6.6,12.15,12.77,21.56,8.79
2012,2,20,14.41,0.72,7.56,12.76,14.1,21.93,7.82
2012,2,21,15.97,3.8,9.89,14.85,12.5,22.94,10.44
2012,2,22,16.83,2.98,9.9,15.28,13.03,24.58,11.54
2012,2,23,17.31,1.01,9.16,15.45,15.8,26.5,10.69
2012,2,24,16.76,-2.02,7.37,14.69,16.1,25.59,9.49
2012,2,25,17.46,-3.23,7.12,15.21,13.79,25.53,11.74
2012,2,26,16.37,-1.99,7.19,14.36,13.37,24.18,10.81
2012,2,27,16.94,-3.97,6.49,14.73,13.47,25.05,11.58
2012,2,28,15.62,-0.39,7.61,14.41,13.2,23.05,9.85
2012,2,29,14.02,0.55,7.29,14.11,13.84,21.69,7.84
2012,3,1,13.93,-1.13,6.4,13.18,13.49,21.29,7.8
2012,3,2,13.73,-2.65,5.54,12.83,14.18,21.51,7.33
2012,3,3,14.52,-3.56,5.48,12.95,13.97,22.2,8.23
2012,3,4,15.98,-1.54,7.23,13.87,14.69,23.72,9.02
2012,3,5,17.04,3.29,10.16,15.94,14.17,25.17,11.0
2012,3,6,17.73,4.04,10.88,16.75,12.54,25.14,12.6
2012,3,7,15.5,1.1,8.3,15.43,13.94,23.19,9.26
2012,3,8,14.75,-4.53,5.11,14.16,15.12,23.08,7.97
2012,3,9,14.6,-3.53,5.53,13.87,13.8,21.87,8.08
2012,3,10,14.23,-5.35,4.44,13.29,13.58,22.07,8.49
2012,3,11,14.94,-8.52,3.21,13.64,15.98,23.81,7.83
2012,3,12,15.87,-3.95,5.96,13.94,14.41,23.55,9.14
2012,3,13,13.67,5.37,9.52,13.41,11.05,19.6,8.55
2012,3,14,13.94,3.19,8.56,13.25,11.61,20.62,9.02
2012,3,15,14.48,-0.55,6.96,13.52,13.94,21.9,7.97
2012,3,16,15.93,-3.6,6.17,14.31,15.36,23.74,8.38
2012,3,17,17.5,-1.29,8.11,15.37,11.91,24.33,12.43
2012,3,18,17.83,1.69,9.76,16.12,10.19,23.81,13.62
2012,3,19,19.45,4.75,12.1,17.82,12.05,26.38,14.33
2012,3,20,20.13,3.93,12.03,18.68,13.44,27.4,13.96
2012,3,21,21.19,-0.58,10.3,19.21,15.61,30.24,14.63
2012,3,22,20.55,-3.06,8.75,18.3,14.67,29.0,14.33
2012,3,23,20.42,-4.52,7.95,18.18,15.45,28.56,13.12
2012,3,24,19.85,-3.67,8.09,17.73,13.4,27.47,14.07
2012,3,25,20.13,-1.89,9.12,18.26,13.15,27.47,14.32
2012,3,26,21.14,-0.62,10.26,19.33,12.57,28.39,15.82
2012,3,27,21.72,-0.38,10.67,20.69,14.7,29.92,15.23
2012,3,28,22.5,0.08,11.29,21.6,14.55,31.09,16.55
2012,3,29,20.93,-0.78,10.07,20.48,15.01,28.94,13.94
2012,3,30,21.66,-1.11,10.27,20.66,13.27,28.71,15.44
2012,3,31,21.3,1.12,11.21,20.48,11.13,27.64,16.51
2012,4,1,22.42,3.08,12.76,21.95,13.61,29.55,15.94
2012,4,2,22.97,6.0,14.48,23.2,12.02,29.34,17.32
2012,4,3,23.81,8.07,15.94,24.58,10.66,29.71,19.05
2012,4,4,23.08,6.98,15.02,23.82,14.12,30.44,16.31
2012,4,5,22.83,5.28,14.05,23.72,14.71,29.97,15.26
2012,4,6,21.39,5.01,13.2,21.7,12.05,27.61,15.55
2012,4,7,20.88,4.47,12.68,20.8,14.3,27.92,13.62
2012,4,8,21.84,4.65,13.24,21.75,13.86,28.98,15.12
2012,4,9,22.96,4.86,13.9,22.89,12.8,29.9,17.11
2012,4,10,22.23,5.92,14.08,22.72,13.74,29.44,15.69
2012,4,11,21.55,7.74,14.65,22.36,12.71,28.59,15.88
2012,4,12,21.3,6.68,13.99,22.31,12.61,28.66,16.05
2012,4,13,22.59,5.13,13.86,23.51,15.96,31.11,15.15
2012,4,14,21.93,5.9,13.91,23.41,13.19,29.02,15.83
2012,4,15,20.51,6.77,13.64,21.52,13.53,27.69,14.15
2012,4,16,21.1,6.01,13.56,22.18,14.67,28.66,14.0
2012,4,17,22.84,5.46,14.15,23.62,15.17,31.13,15.95
2012,4,18,23.39,4.98,14.18,24.31,14.39,31.22,16.83
2012,4,19,24.34,4.48,14.4,25.09,15.41,32.63,17.23
2012,4,20,25.29,4.4,14.85,25.56,12.99,32.52,19.53
2012,4,21,24.87,5.98,15.43,26.21,12.11,31.68,19.57
2012,4,22,24.03,4.58,14.31,25.15,13.87,31.65,17.78
2012,4,23,22.94,1.92,12.43,23.83,16.97,31.35,14.37
2012,4,24,24.35,0.94,12.65,24.93,16.22,32.84,16.62
2012,4,25,24.64,1.62,13.13,25.53,17.64,33.32,15.68
2012,4,26,24.71,2.76,13.73,25.91,15.59,32.69,17.09
2012,4,27,24.93,1.65,13.29,25.92,16.33,33.36,17.03
2012,4,28,23.69,2.15,12.92,24.52,13.95,30.98,17.05
2012,4,29,23.73,2.07,12.9,24.44,14.95,31.26,16.33
2012,4,30,23.78,-1.49,11.15,24.36,14.37,31.42,17.06
2012,5,1,23.4,-3.01,10.2,24.41,16.89,31.8,14.9
2012,5,2,23.38,-1.56,10.9,24.65,16.01,31.55,15.54
2012,5,3,23.41,-3.25,10.08,23.8,15.58,30.95,15.37
2012,5,4,23.11,-2.56,10.27,23.62,14.21,30.1,15.89
2012,5,5,22.48,3.65,13.07,23.76,13.11,29.26,16.15
2012,5,6,23.87,4.76,14.32,24.9,13.03,30.68,17.65
2012,5,7,25.18,6.13,15.65,26.37,13.45,31.77,18.32
2012,5,8,26.69,6.92,16.8,27.52,14.27,33.63,19.37
2012,5,9,26.58,7.46,17.01,27.9,12.27,32.84,20.57
2012,5,10,26.62,8.44,17.53,27.85,12.16,32.98,20.82
2012,5,11,26.96,10.0,18.48,28.4,10.72,32.03,21.31
2012,5,12,27.58,6.77,17.18,28.55,13.89,34.65,20.76
2012,5,13,27.49,4.62,16.06,29.05,17.12,35.72,18.59
2012,5,14,27.39,2.51,14.95,28.55,17.15,35.76,18.62
2012,5,15,27.01,2.15,14.58,28.33,14.47,34.68,20.21
2012,5,16,26.98,3.32,15.15,28.33,15.16,34.51,19.36
2012,5,17,28.35,3.54,15.94,29.73,17.75,36.92,19.17
2012,5,18,27.57,6.3,16.94,28.26,13.76,34.49,20.73
2012,5,19,27.01,9.05,18.04,27.75,13.36,33.97,20.61
2012,5,20,27.04,7.07,17.05,27.95,13.41,33.69,20.28
2012,5,21,26.63,4.98,15.8,27.14,14.09,33.41,19.32
2012,5,22,27.55,2.0,14.77,28.22,17.02,36.28,19.27
2012,5,23,28.16,1.39,14.77,28.39,15.32,36.25,20.93
2012,5,24,28.47,0.26,14.37,28.55,15.98,36.34,20.37
2012,5,25,28.58,0.42,14.51,28.38,13.83,35.65,21.82
2012,5,26,28.22,1.24,14.73,28.16,13.74,35.04,21.3
2012,5,27,28.36,3.24,15.8,28.93,13.19,35.28,22.09
2012,5,28,29.38,3.43,16.4,29.89,12.7,35.98,23.29
2012,5,29,29.27,5.58,17.43,30.24,13.06,36.39,23.33
2012,5,30,29.39,5.99,17.69,30.2,12.04,35.45,23.41
2012,5,31,29.08,10.57,19.82,29.68,10.66,34.73,24.06
2012,6,1,27.52,14.18,20.85,27.67,10.8,33.22,22.41
2012,6,2,27.58,14.81,21.19,27.52,11.33,33.66,22.33
2012,6,3,29.21,9.01,19.12,29.13,14.52,36.94,22.41
2012,6,4,28.51,7.51,18.01,28.9,14.62,35.75,21.12
2012,6,5,28.49,9.11,18.8,28.96,14.0,35.34,21.34
2012,6,6,28.78,9.66,19.23,29.38,12.53,35.12,22.58
2012,6,7,28.09,8.66,18.37,28.83,13.84,34.82,20.98
2012,6,8,27.31,12.62,19.97,27.8,10.92,33.01,22.09
2012,6,9,27.51,14.08,20.8,27.87,10.36,33.2,22.84
2012,6,10,27.58,10.3,18.94,28.17,12.97,33.71,20.74
2012,6,11,28.18,9.03,18.61,28.87,12.57,34.48,21.9
2012,6,12,28.3,9.94,19.12,29.09,12.56,34.74,22.18
2012,6,13,28.87,10.62,19.75,29.48,13.55,35.62,22.07
2012,6,14,30.23,9.46,19.84,30.64,15.91,38.28,22.37
2012,6,15,30.55,8.14,19.34,30.66,15.07,37.74,22.67
2012,6,16,29.88,7.39,18.64,30.02,12.92,36.72,23.8
2012,6,17,26.76,15.14,20.95,28.07,9.48,32.03,22.55
2012,6,18,25.23,17.82,21.52,27.27,9.1,30.04,20.94
2012,6,19,26.2,18.08,22.14,27.8,8.8,30.9,22.1
2012,6,20,28.76,17.12,22.94,30.46,11.12,34.62,23.5
2012,6,21,28.9,16.48,22.69,29.98,11.66,35.55,23.89
2012,6,22,24.05,20.07,22.06,25.13,5.18,27.24,22.06
2012,6,23,23.82,19.41,21.62,24.79,6.35,27.37,21.02
2012,6,24,24.62,19.61,22.12,25.18,8.09,28.9,20.81
2012,6,25,28.0,16.26,22.13,28.8,12.47,34.21,21.73
2012,6,26,29.37,11.58,20.48,29.83,12.46,36.19,23.73
2012,6,27,28.57,13.78,21.18,29.53,11.71,34.67,22.95
2012,6,28,28.62,15.62,22.12,30.43,11.88,34.49,22.62
2012,6,29,28.5,16.12,22.31,30.31,10.36,33.87,23.51
2012,6,30,28.81,15.33,22.07,30.48,11.89,34.87,22.98
2012,7,1,27.81,18.28,23.05,29.92,8.96,32.72,23.76
2012,7,2,26.59,18.37,22.48,28.44,11.95,32.87,20.91
2012,7,3,24.15,21.12,22.64,24.66,4.85,26.95,22.1
2012,7,4,24.18,19.51,21.85,25.26,7.83,28.34,20.51
2012,7,5,23.45,20.9,22.18,23.89,4.52,25.94,21.41
2012,7,6,22.7,20.53,21.62,23.19,4.55,25.55,21.0
2012,7,7,22.71,20.26,21.49,23.29,5.02,25.58,20.56
2012,7,8,23.08,20.01,21.55,23.35,5.02,25.76,20.74
2012,7,9,23.98,21.01,22.5,24.44,7.14,27.9,20.76
2012,7,10,23.57,21.04,22.3,24.17,5.73,26.71,20.98
2012,7,11,23.83,20.95,22.4,24.5,7.37,27.69,20.32
2012,7,12,23.02,21.88,22.45,23.26,4.26,25.4,21.15
2012,7,13,22.88,21.36,22.12,23.19,4.65,25.63,20.98
2012,7,14,22.81,21.19,22.0,23.12,4.94,25.61,20.67
2012,7,15,22.87,21.08,21.98,23.48,5.64,26.19,20.55
2012,7,16,22.94,20.55,21.75,23.47,6.0,26.31,20.32
2012,7,17,23.29,21.33,22.31,23.76,5.88,26.54,20.66
2012,7,18,23.42,21.18,22.3,23.51,4.91,26.0,21.09
2012,7,19,22.76,21.97,22.37,22.83,3.16,24.44,21.29
2012,7,20,23.4,20.75,22.08,23.92,7.45,27.6,20.15
2012,7,21,24.12,21.03,22.57,24.39,6.36,27.73,21.37
2012,7,22,22.77,20.93,21.85,23.13,5.73,25.9,20.17
2012,7,23,22.63,20.45,21.55,22.98,5.85,26.26,20.4
2012,7,24,22.55,21.42,21.99,22.81,4.52,24.94,20.41
2012,7,25,22.64,20.58,21.62,22.93,5.74,25.77,20.03
2012,7,26,23.56,21.05,22.3,23.98,5.88,26.67,20.8
2012,7,27,22.68,20.67,21.68,22.85,4.28,24.95,20.67
2012,7,28,23.62,20.79,22.2,23.98,6.0,27.06,21.06
2012,7,29,23.18,20.87,22.02,23.6,6.2,26.69,20.49
2012,7,30,23.26,20.01,21.64,23.76,6.8,27.29,20.49
2012,7,31,22.81,20.52,21.67,22.95,5.42,25.8,20.38
2012,8,1,22.84,21.0,21.92,23.19,5.59,26.2,20.61
2012,8,2,22.98,21.43,22.21,23.51,6.41,26.73,20.33
2012,8,3,22.15,20.95,21.55,22.26,4.18,24.76,20.58
2012,8,4,23.33,19.59,21.46,23.44,6.21,26.64,20.43
2012,8,5,23.43,19.72,21.57,23.37,6.19,26.57,20.39
2012,8,6,23.46,20.24,21.85,23.54,6.29,26.8,20.51
2012,8,7,22.9,20.77,21.83,23.56,6.09,26.22,20.13
2012,8,8,22.5,20.48,21.48,23.15,5.38,25.44,20.06
2012,8,9,22.98,19.01,21.0,22.57,5.49,25.14,19.65
2012,8,10,23.71,19.44,21.58,23.27,7.59,27.31,19.72
2012,8,11,22.44,20.08,21.26,22.44,5.07,25.01,19.94
2012,8,12,22.11,19.78,20.94,22.68,6.25,25.62,19.37
2012,8,13,21.21,19.34,20.27,21.27,4.39,23.52,19.13
2012,8,14,22.75,19.94,21.35,22.97,7.3,26.56,19.26
2012,8,15,23.01,20.65,21.83,23.3,6.62,26.59,19.97
2012,8,16,24.17,20.2,22.19,24.51,8.09,28.4,20.32
2012,8,17,23.64,20.91,22.27,23.76,6.37,27.4,21.04
2012,8,18,23.61,20.55,22.08,23.58,6.47,26.98,20.51
2012,8,19,23.83,20.69,22.26,24.09,6.3,27.3,20.99
2012,8,20,22.09,20.54,21.32,22.33,4.69,24.93,20.24
2012,8,21,22.16,19.44,20.8,22.27,6.36,25.58,19.21
2012,8,22,20.93,19.69,20.31,21.03,3.49,22.76,19.26
2012,8,23,21.37,19.76,20.57,21.64,5.16,24.36,19.19
2012,8,24,21.98,20.38,21.18,22.54,5.93,25.19,19.27
2012,8,25,22.38,21.04,21.71,22.8,6.27,26.0,19.74
2012,8,26,22.5,20.53,21.51,22.97,5.52,25.58,20.06
2012,8,27,22.05,19.84,20.94,22.4,4.95,25.01,20.06
2012,8,28,22.52,20.25,21.38,22.73,5.59,25.62,20.03
2012,8,29,22.4,20.59,21.5,22.67,4.98,25.12,20.14
2012,8,30,22.74,20.26,21.5,22.69,6.17,26.25,20.08
2012,8,31,22.07,20.11,21.09,22.49,6.34,25.48,19.15
2012,9,1,22.27,21.05,21.66,22.42,4.99,25.26,20.27
2012,9,2,21.76,20.41,21.08,22.06,4.44,24.51,20.07
2012,9,3,21.85,19.83,20.84,22.23,6.53,25.68,19.14
2012,9,4,20.98,19.07,20.03,21.12,5.12,23.76,18.65
2012,9,5,21.36,19.11,20.23,21.55,5.79,24.35,18.56
2012,9,6,21.15,18.75,19.94,21.3,6.02,24.33,18.32
2012,9,7,21.46,18.48,19.98,21.19,5.49,24.36,18.86
2012,9,8,22.82,18.41,20.62,22.03,7.1,26.59,19.49
2012,9,9,22.51,19.1,20.81,22.05,6.48,26.03,19.55
2012,9,10,22.07,18.69,20.38,21.85,6.6,25.4,18.8
2012,9,11,21.82,19.52,20.67,21.96,5.8,24.98,19.18
2012,9,12,21.31,19.4,20.36,21.28,4.67,24.17,19.5
2012,9,13,21.44,20.23,20.83,21.69,5.56,24.69,19.12
2012,9,14,21.45,20.49,20.97,21.54,4.3,24.15,19.86
2012,9,15,21.2,19.43,20.32,21.33,5.03,24.19,19.15
2012,9,16,20.73,19.23,19.98,20.72,4.53,23.25,18.72
2012,9,17,20.39,19.32,19.85,20.33,3.61,22.51,18.91
2012,9,18,20.84,18.71,19.77,20.65,4.14,23.25,19.11
2012,9,19,21.25,18.69,19.97,21.23,5.15,24.3,19.15
2012,9,20,20.98,19.26,20.12,20.72,4.38,23.34,18.96
2012,9,21,21.65,20.08,20.87,21.53,5.65,24.9,19.24
2012,9,22,21.92,19.57,20.75,21.48,5.88,25.54,19.65
2012,9,23,21.26,19.12,20.19,21.12,6.58,24.98,18.4
2012,9,24,20.85,18.73,19.8,20.76,5.84,24.4,18.55
2012,9,25,20.43,18.02,19.23,20.31,6.44,23.96,17.52
2012,9,26,20.49,17.98,19.23,20.12,6.52,24.28,17.76
2012,9,27,21.31,17.78,19.55,20.55,7.05,25.31,18.26
2012,9,28,21.3,18.46,19.87,20.9,6.51,25.16,18.65
2012,9,29,21.47,19.56,20.51,21.39,6.65,25.27,18.62
2012,9,30,21.58,19.98,20.78,21.73,6.64,25.4,18.76
2012,10,1,20.94,19.34,20.15,20.85,5.8,24.56,18.76
2012,10,2,20.72,19.05,19.88,20.69,6.38,24.19,17.82
2012,10,3,20.87,19.36,20.12,20.8,6.02,24.51,18.49
2012,10,4,20.26,18.44,19.35,20.18,6.55,24.15,17.6
2012,10,5,19.94,16.46,18.2,19.23,7.29,24.01,16.72
2012,10,6,19.44,16.81,18.12,19.22,6.66,23.12,16.45
2012,10,7,19.96,16.86,18.41,19.21,6.55,23.9,17.35
2012,10,8,20.01,16.4,18.2,19.09,6.7,24.01,17.31
2012,10,9,19.37,15.19,17.28,18.22,7.05,23.61,16.56
2012,10,10,18.28,14.38,16.33,17.44,6.8,22.34,15.53
2012,10,11,18.75,14.05,16.4,17.43,8.59,23.63,15.05
2012,10,12,18.75,15.55,17.15,17.76,6.04,22.41,16.37
2012,10,13,18.4,15.05,16.73,17.54,6.8,22.44,15.64
2012,10,14,17.81,15.22,16.51,17.42,5.93,21.37,15.44
2012,10,15,17.64,15.19,16.41,17.48,6.49,21.39,14.9
2012,10,16,18.01,15.19,16.6,17.56,6.08,21.88,15.8
2012,10,17,17.8,14.55,16.17,17.19,5.97,21.26,15.29
2012,10,18,17.6,14.04,15.82,16.45,6.51,21.4,14.89
2012,10,19,17.23,13.78,15.51,16.11,6.93,20.96,14.03
2012,10,20,17.24,13.33,15.29,15.98,7.23,21.65,14.42
2012,10,21,16.57,12.91,14.74,15.33,6.65,20.68,14.03
2012,10,22,16.89,12.52,14.7,15.49,8.82,22.03,13.21
2012,10,23,16.65,12.13,14.4,15.28,8.08,21.45,13.37
2012,10,24,16.07,11.33,13.69,14.43,8.18,21.37,13.18
2012,10,25,15.65,8.92,12.29,13.43,8.62,20.58,11.97
2012,10,26,14.8,8.73,11.76,12.72,7.34,19.26,11.94
2012,10,27,14.8,8.21,11.51,12.47,8.88,19.95,11.07
2012,10,28,16.17,7.79,11.98,13.4,9.45,21.64,12.19
2012,10,29,16.88,8.66,12.77,13.89,8.75,21.96,13.2
2012,10,30,17.35,8.95,13.15,14.07,8.13,22.22,14.08
2012,10,31,17.46,7.58,12.52,13.91,8.15,22.4,14.25
2012,11,1,16.91,8.73,12.82,13.66,7.37,21.47,14.1
2012,11,2,16.42,10.44,13.43,13.63,7.0,20.75,13.75
2012,11,3,15.97,11.3,13.64,13.84,7.74,20.62,12.87
2012,11,4,15.37,10.76,13.06,13.33,7.84,19.77,11.93
2012,11,5,15.83,10.19,13.01,13.62,8.27,20.89,12.61
2012,11,6,15.62,10.59,13.11,13.85,7.68,20.41,12.73
2012,11,7,15.05,9.97,12.51,13.26,7.87,19.81,11.94
2012,11,8,14.62,9.55,12.08,12.78,7.79,19.05,11.26
2012,11,9,14.17,8.1,11.14,11.88,7.8,18.9,11.09
2012,11,10,13.82,7.77,10.8,11.22,6.82,17.92,11.09
2012,11,11,14.68,6.4,10.54,11.84,9.85,20.7,10.85
2012,11,12,14.34,5.31,9.83,11.58,8.83,19.69,10.87
2012,11,13,14.62,7.92,11.26,11.96,8.16,19.55,11.38
2012,11,14,14.33,8.38,11.35,11.69,8.39,19.34,10.95
2012,11,15,13.58,7.59,10.58,11.14,8.46,18.58,10.12
2012,11,16,15.43,3.44,9.43,11.39,9.91,21.5,11.6
2012,11,17,16.51,3.24,9.87,12.29,10.16,22.98,12.83
2012,11,18,15.8,3.34,9.57,11.66,9.84,21.66,11.82
2012,11,19,14.48,0.56,7.52,10.48,9.88,20.62,10.75
2012,11,20,14.8,1.6,8.2,10.47,8.74,20.48,11.74
2012,11,21,14.54,5.7,10.12,10.87,7.56,19.12,11.55
2012,11,22,13.94,5.76,9.85,10.36,8.01,19.04,11.04
2012,11,23,13.24,5.26,9.25,9.91,8.71,18.93,10.22
2012,11,24,12.24,3.73,7.98,9.22,9.09,17.8,8.71
2012,11,25,12.2,2.9,7.55,8.91,8.26,17.33,9.08
2012,11,26,11.71,4.44,8.08,8.87,8.57,16.98,8.41
2012,11,27,11.32,5.07,8.19,8.74,10.02,17.26,7.23
2012,11,28,11.39,5.26,8.33,8.62,8.78,16.68,7.9
2012,11,29,11.95,5.1,8.52,8.94,9.5,17.62,8.12
2012,11,30,13.07,4.73,8.9,9.76,10.11,19.05,8.94
2012,12,1,12.68,4.15,8.41,9.44,10.99,19.01,8.03
2012,12,2,13.26,2.53,7.9,9.27,9.27,19.3,10.04
2012,12,3,14.61,1.73,8.16,9.87,10.39,21.15,10.76
2012,12,4,14.94,1.49,8.22,10.41,11.27,22.01,10.74
2012,12,5,14.37,2.8,8.58,10.17,8.93,19.78,10.85
2012,12,6,14.91,4.27,9.59,11.48,10.73,21.98,11.25
2012,12,7,14.18,3.83,9.0,10.55,9.98,20.73,10.75
2012,12,8,13.28,4.85,9.06,9.9,8.65,18.61,9.96
2012,12,9,12.96,4.08,8.52,9.06,7.74,18.16,10.42
2012,12,10,12.87,3.31,8.09,8.99,8.44,18.62,10.18
2012,12,11,12.54,2.42,7.48,9.21,8.94,18.14,9.21
2012,12,12,11.28,3.84,7.56,9.2,8.6,16.81,8.22
2012,12,13,11.15,3.32,7.23,9.33,8.41,16.11,7.7
2012,12,14,11.66,1.44,6.55,8.94,9.1,16.94,7.83
2012,12,15,12.25,2.13,7.19,8.67,8.66,17.78,9.12
2012,12,16,12.9,2.58,7.74,9.12,9.38,18.73,9.35
2012,12,17,13.53,4.01,8.77,10.13,10.46,19.78,9.32
2012,12,18,12.78,3.12,7.95,9.64,10.41,19.73,9.31
2012,12,19,11.62,2.49,7.05,8.58,11.92,18.84,6.92
2012,12,20,10.2,1.65,5.93,7.48,11.55,17.73,6.18
2012,12,21,9.69,-0.48,4.61,6.0,9.08,15.7,6.62
2012,12,22,9.26,-0.69,4.29,5.78,10.99,16.23,5.24
2012,12,23,11.96,-4.63,3.66,6.73,11.49,19.22,7.73
2012,12,24,12.23,-4.39,3.92,7.2,11.52,19.36,7.83
2012,12,25,10.2,-2.12,4.04,6.39,9.7,16.34,6.65
2012,12,26,8.96,0.67,4.81,5.9,7.99,14.35,6.36
2012,12,27,9.01,1.65,5.33,6.01,8.46,14.31,5.85
2012,12,28,10.3,1.77,6.04,6.83,9.48,16.37,6.89
2012,12,29,11.3,-2.03,4.63,6.7,9.37,17.89,8.51
2012,12,30,10.94,-1.02,4.96,6.86,8.41,16.59,8.18
2012,12,31,11.36,0.4,5.88,7.67,9.51,17.86,8.35
2013,1,1,10.32,0.59,5.45,6.24,7.02,14.63,7.61
2013,1,2,11.58,-0.26,5.66,7.26,9.53,17.67,8.13
2013,1,3,10.54,-2.39,4.08,6.39,9.2,16.48,7.29
2013,1,4,9.96,-2.88,3.54,5.95,9.7,16.22,6.52
2013,1,5,9.29,-4.74,2.27,5.36,10.11,15.42,5.31
2013,1,6,8.2,-6.67,0.76,4.62,10.02,14.66,4.65
2013,1,7,7.05,-6.52,0.27,3.59,10.39,13.11,2.71
2013,1,8,4.03,-4.6,-0.28,2.39,11.37,11.36,-0.01
2013,1,9,4.08,-3.91,0.08,2.66,13.66,12.44,-1.22
2013,1,10,4.76,-2.12,1.33,3.37,12.64,12.65,-0.0
2013,1,11,6.36,-0.0,3.18,4.06,11.17,13.04,1.87
2013,1,12,8.68,-0.3,4.19,5.15,8.98,14.38,5.4
2013,1,13,10.3,1.04,5.67,6.71,9.73,16.44,6.71
2013,1,14,11.01,3.58,7.29,7.48,7.99,16.38,8.39
2013,1,15,10.75,2.87,6.81,7.65,9.11,16.74,7.62
2013,1,16,12.31,-0.7,5.8,8.94,10.92,19.03,8.11
2013,1,17,14.01,1.78,7.9,10.62,9.39,20.23,10.83
2013,1,18,12.97,3.86,8.41,11.07,11.73,19.78,8.04
2013,1,19,10.08,5.69,7.89,9.17,7.2,14.49,7.28
2013,1,20,9.8,1.2,5.5,7.73,10.2,16.07,5.87
2013,1,21,9.94,-1.52,4.21,7.08,9.66,16.12,6.46
2013,1,22,9.94,-3.81,3.06,6.82,10.8,16.69,5.88
2013,1,23,9.84,-4.64,2.6,6.76,11.57,17.35,5.78
2013,1,24,9.4,-4.6,2.4,6.31,11.1,16.04,4.94
2013,1,25,9.31,-3.27,3.02,6.58,11.45,16.26,4.81
2013,1,26,9.43,-0.94,4.25,6.65,10.78,15.9,5.12
2013,1,27,9.89,-1.06,4.41,7.12,11.17,17.05,5.88
2013,1,28,10.98,-1.83,4.58,7.73,9.48,17.45,7.98
2013,1,29,11.82,-1.41,5.21,8.92,10.23,17.73,7.49
2013,1,30,11.55,-0.27,5.64,8.86,10.1,18.06,7.95
2013,1,31,12.39,1.58,6.98,10.65,8.59,18.04,9.44
2013,2,1,12.86,1.8,7.33,11.15,8.92,18.37,9.45
2013,2,2,11.88,1.22,6.55,9.65,8.77,17.42,8.66
2013,2,3,12.48,2.87,7.67,10.8,9.39,18.26,8.87
2013,2,4,12.82,3.93,8.37,9.94,6.12,16.58,10.47
2013,2,5,13.74,7.51,10.62,12.83,9.42,19.78,10.36
2013,2,6,13.5,6.33,9.91,12.8,11.99,21.47,9.48
2013,2,7,12.75,6.37,9.56,12.14,12.27,19.76,7.49
2013,2,8,12.98,3.49,8.24,11.28,11.07,19.43,8.36
2013,2,9,12.8,0.9,6.84,10.93,13.4,20.25,6.86
2013,2,10,13.04,1.23,7.14,10.62,10.25,19.49,9.25
2013,2,11,14.65,-0.98,6.83,11.43,12.32,22.23,9.9
2013,2,12,15.69,-0.23,7.73,13.28,13.77,23.83,10.06
2013,2,13,15.91,-0.45,7.73,13.4,12.01,23.15,11.14
2013,2,14,14.61,-0.51,7.05,12.55,13.84,22.15,8.32
2013,2,15,13.17,0.83,7.01,11.18,8.89,18.22,9.33
2013,2,16,9.98,6.14,8.06,9.92,5.02,12.63,7.62
2013,2,17,9.4,6.99,8.19,9.14,5.12,12.08,6.96
2013,2,18,10.31,5.06,7.69,9.93,11.07,16.51,5.44
2013,2,19,11.51,5.17,8.34,10.8,10.48,16.97,6.49
2013,2,20,12.6,5.96,9.28,11.74,9.43,18.23,8.8
2013,2,21,13.9,3.71,8.81,12.15,11.51,20.73,9.23
2013,2,22,15.15,3.48,9.31,13.63,12.69,22.67,9.99
2013,2,23,15.16,1.89,8.53,12.87,11.15,22.02,10.87
2013,2,24,14.06,3.83,8.95,13.17,10.95,20.69,9.74
2013,2,25,14.97,3.76,9.37,13.63,14.75,23.05,8.3
2013,2,26,16.16,3.99,10.08,14.49,14.0,23.92,9.92
2013,2,27,17.63,0.85,9.24,15.05,13.4,25.84,12.44
2013,2,28,16.56,0.87,8.72,15.07,18.57,26.58,8.01
2013,3,1,17.08,1.47,9.27,14.93,12.77,24.57,11.8
2013,3,2,17.23,3.06,10.14,15.66,14.02,24.88,10.86
2013,3,3,17.48,2.73,10.1,15.93,15.12,25.7,10.58
2013,3,4,17.94,3.9,10.92,16.22,12.55,24.54,12.0
2013,3,5,17.95,5.62,11.79,16.46,11.03,24.41,13.38
2013,3,6,17.9,4.43,11.17,16.68,13.27,25.17,11.9
2013,3,7,17.44,5.6,11.52,16.05,11.41,23.77,12.37
2013,3,8,17.79,5.66,11.73,16.55,12.65,24.98,12.33
2013,3,9,18.44,6.12,12.28,17.12,11.55,24.9,13.35
2013,3,10,18.11,5.2,11.65,17.08,11.75,24.32,12.57
2013,3,11,17.88,3.88,10.88,16.85,13.09,24.95,11.87
2013,3,12,19.01,3.65,11.33,17.38,13.43,26.13,12.69
2013,3,13,19.02,5.15,12.08,17.85,12.34,25.84,13.51
2013,3,14,19.58,4.41,12.0,18.9,12.94,27.0,14.06
2013,3,15,18.42,5.33,11.88,18.03,13.5,25.87,12.37
2013,3,16,18.39,2.55,10.47,18.12,13.44,26.23,12.79
2013,3,17,17.45,1.99,9.73,16.12,10.26,23.7,13.44
2013,3,18,17.89,2.15,10.02,17.01,14.31,25.86,11.55
2013,3,19,19.03,3.44,11.23,18.03,14.02,25.9,11.9
