YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1990,6,15,24.97,17.16,21.06,26.76,6.55,28.58,22.03
1990,6,16,25.45,18.44,21.95,27.21,8.66,30.05,21.38
1990,6,17,26.58,19.25,22.91,28.89,9.9,31.58,21.68
1990,6,18,26.88,19.01,22.94,28.79,9.72,32.22,22.5
1990,6,19,26.93,18.83,22.88,28.53,8.33,31.13,22.8
1990,6,20,26.88,19.13,23.01,28.76,10.62,32.9,22.28
1990,6,21,24.98,19.94,22.46,26.48,6.77,28.95,22.19
1990,6,22,24.19,19.77,21.98,25.46,7.13,28.65,21.51
1990,6,23,24.14,21.55,22.84,24.93,6.38,28.31,21.92
1990,6,24,24.89,20.48,22.69,26.24,8.73,29.53,20.8
1990,6,25,25.09,20.8,22.95,26.44,8.93,29.78,20.85
1990,6,26,23.23,21.48,22.36,23.41,3.25,24.68,21.43
1990,6,27,24.37,20.01,22.19,25.25,7.51,28.83,21.33
1990,6,28,23.94,19.34,21.64,24.86,6.0,26.88,20.88
1990,6,29,24.89,20.38,22.63,26.01,8.43,29.54,21.11
1990,6,30,24.9,20.99,22.94,25.91,7.41,29.11,21.71
1990,7,1,24.05,21.04,22.55,24.46,4.86,26.58,21.73
1990,7,2,24.69,20.33,22.51,25.61,7.12,28.62,21.49
1990,7,3,25.18,19.69,22.44,26.6,8.45,29.83,21.37
1990,7,4,24.25,19.96,22.1,25.4,6.98,27.96,20.98
1990,7,5,24.05,19.77,21.91,25.38,7.05,27.94,20.9
1990,7,6,24.32,20.46,22.39,25.26,7.47,28.44,20.98
1990,7,7,23.53,21.03,22.28,24.23,4.93,26.61,21.69
1990,7,8,22.41,21.47,21.94,22.52,2.78,23.91,21.12
1990,7,9,22.08,20.3,21.19,22.69,4.55,24.92,20.37
1990,7,10,22.58,20.51,21.55,23.19,5.23,25.58,20.34
1990,7,11,23.53,20.73,22.13,24.32,6.83,27.07,20.24
1990,7,12,23.12,21.14,22.12,23.53,5.99,26.72,20.73
1990,7,13,23.09,21.26,22.18,23.55,5.27,26.08,20.81
1990,7,14,22.54,20.42,21.48,22.62,4.27,25.28,21.01
1990,7,15,24.16,20.48,22.32,24.26,6.2,27.65,21.45
1990,7,16,23.62,20.91,22.27,24.47,7.23,27.67,20.44
1990,7,17,22.44,20.45,21.44,23.12,4.59,25.18,20.58
1990,7,18,21.78,20.26,21.02,22.19,4.17,24.3,20.13
1990,7,19,21.72,19.5,20.61,22.19,5.22,24.58,19.36
1990,7,20,21.44,19.63,20.54,21.33,3.66,23.31,19.65
1990,7,21,22.49,19.25,20.87,22.57,6.12,25.66,19.55
1990,7,22,23.13,20.87,22.01,23.15,5.35,26.34,20.99
1990,7,23,23.05,21.01,22.03,23.5,6.23,26.36,20.14
1990,7,24,22.7,20.61,21.65,22.83,4.24,24.92,20.68
1990,7,25,22.06,20.4,21.23,22.01,4.43,24.64,20.21
1990,7,26,22.48,19.6,21.05,22.73,6.08,25.72,19.64
1990,7,27,22.88,20.52,21.7,23.24,6.2,26.4,20.21
1990,7,28,22.48,20.73,21.61,22.58,4.88,25.08,20.19
1990,7,29,21.6,19.91,20.76,22.0,4.6,24.09,19.48
1990,7,30,22.34,19.87,21.11,22.73,5.66,25.51,19.84
1990,7,31,21.63,19.86,20.74,22.02,4.99,24.74,19.75
1990,8,1,22.53,20.11,21.32,22.8,7.19,26.34,19.15
1990,8,2,21.45,19.37,20.4,21.55,4.06,23.51,19.45
1990,8,3,21.99,19.36,20.68,22.63,7.42,25.8,18.39
1990,8,4,21.37,19.52,20.44,21.73,5.2,24.07,18.86
1990,8,5,22.83,19.76,21.29,22.94,5.15,25.8,20.65
1990,8,6,22.32,20.29,21.3,22.41,5.8,25.65,19.85
1990,8,7,21.71,19.73,20.72,22.0,5.19,24.67,19.48
1990,8,8,21.98,19.85,20.91,22.27,5.73,24.98,19.24
1990,8,9,22.62,20.58,21.59,22.94,5.38,25.51,20.14
1990,8,10,22.35,20.51,21.44,22.77,4.88,25.24,20.37
1990,8,11,21.37,19.64,20.51,21.55,4.29,24.15,19.87
1990,8,12,21.49,19.69,20.59,21.76,4.87,24.28,19.4
1990,8,13,20.04,18.58,19.3,20.01,3.62,21.94,18.33
1990,8,14,22.08,19.28,20.69,22.37,7.09,26.06,18.98
1990,8,15,22.23,19.68,20.95,22.34,5.17,25.07,19.9
1990,8,16,22.8,20.74,21.76,23.06,5.53,25.83,20.3
1990,8,17,22.61,21.04,21.83,22.8,4.54,25.12,20.58
1990,8,18,22.32,20.6,21.46,22.55,4.77,25.16,20.39
1990,8,19,21.89,20.12,21.01,21.76,4.55,24.63,20.08
1990,8,20,23.9,19.58,21.74,23.62,7.06,27.21,20.15
1990,8,21,23.94,20.3,22.12,23.83,6.28,27.42,21.14
1990,8,22,22.81,21.25,22.03,23.19,5.62,25.73,20.12
1990,8,23,23.01,21.1,22.06,23.4,5.77,26.35,20.58
1990,8,24,23.01,20.95,21.98,23.58,7.05,26.9,19.84
1990,8,25,23.23,21.59,22.4,23.64,6.44,26.82,20.38
1990,8,26,23.04,21.59,22.31,23.46,6.62,26.48,19.87
1990,8,27,21.6,20.55,21.08,21.58,3.03,22.87,19.83
1990,8,28,22.58,19.83,21.21,22.68,6.23,25.67,19.44
1990,8,29,22.14,19.59,20.87,21.74,4.37,24.58,20.21
1990,8,30,24.05,20.15,22.1,23.69,5.54,27.2,21.67
1990,8,31,23.16,20.83,22.0,22.92,4.94,26.1,21.16
1990,9,1,23.4,21.08,22.25,23.48,5.86,26.9,21.04
1990,9,2,21.67,17.85,19.76,21.67,6.14,25.43,19.29
1990,9,3,21.27,18.01,19.64,21.18,6.12,24.87,18.74
1990,9,4,22.26,18.96,20.61,21.76,5.84,25.3,19.46
1990,9,5,21.79,19.53,20.66,21.88,5.12,24.71,19.58
1990,9,6,21.53,19.52,20.52,21.67,5.1,24.47,19.37
1990,9,7,22.24,20.11,21.17,22.6,6.35,25.49,19.14
1990,9,8,22.58,20.36,21.47,22.52,6.3,26.54,20.23
1990,9,9,22.82,20.91,21.87,23.1,6.83,26.84,20.01
1990,9,10,22.12,20.99,21.55,22.2,4.38,24.84,20.47
1990,9,11,21.59,20.44,21.01,21.86,4.51,24.13,19.62
1990,9,12,21.87,19.05,20.45,21.92,5.73,24.73,18.99
1990,9,13,22.48,19.87,21.18,22.57,6.98,26.48,19.5
1990,9,14,22.31,20.1,21.2,22.59,5.91,25.73,19.81
1990,9,15,22.04,19.98,21.01,22.14,4.84,25.0,20.16
1990,9,16,21.67,20.01,20.84,21.64,4.62,24.5,19.87
1990,9,17,21.06,19.19,20.12,21.15,5.47,24.35,18.88
1990,9,18,20.55,19.2,19.87,20.65,4.28,22.78,18.5
1990,9,19,20.37,17.89,19.13,20.66,6.67,23.92,17.25
1990,9,20,20.81,18.09,19.45,20.8,6.48,24.54,18.05
1990,9,21,21.15,18.57,19.86,21.16,5.37,24.33,18.96
1990,9,22,20.87,18.72,19.79,20.94,5.34,24.05,18.72
1990,9,23,21.07,19.08,20.07,21.26,5.37,24.2,18.83
1990,9,24,20.08,18.8,19.44,20.03,4.32,22.52,18.21
1990,9,25,19.61,18.16,18.88,19.62,4.73,22.48,17.74
1990,9,26,20.07,18.01,19.04,20.37,6.54,23.83,17.29
1990,9,27,20.65,18.48,19.57,20.94,7.09,24.8,17.71
1990,9,28,20.64,18.86,19.75,20.8,5.63,23.99,18.36
1990,9,29,20.68,18.11,19.39,20.81,6.91,24.52,17.61
1990,9,30,20.87,17.57,19.22,20.89,8.05,25.05,16.98
1990,10,1,20.66,18.6,19.63,20.46,5.66,24.05,18.38
1990,10,2,20.23,18.73,19.48,20.44,4.91,23.08,18.17
1990,10,3,20.4,18.05,19.22,20.92,7.74,24.87,17.14
1990,10,4,20.48,18.16,19.32,20.73,7.16,24.52,17.36
1990,10,5,20.51,18.76,19.63,20.74,6.06,24.28,18.22
1990,10,6,20.74,18.58,19.65,20.87,6.16,24.26,18.1
1990,10,7,21.34,18.44,19.89,20.96,7.23,25.44,18.2
1990,10,8,20.95,17.5,19.23,20.8,7.71,25.2,17.49
1990,10,9,20.41,17.27,18.84,20.4,6.58,24.33,17.75
1990,10,10,19.44,16.69,18.07,19.65,5.91,23.18,17.27
1990,10,11,19.58,15.16,17.37,19.08,6.8,23.8,16.99
1990,10,12,19.68,14.69,17.19,19.2,7.32,23.75,16.44
1990,10,13,18.39,14.51,16.45,18.21,7.19,22.27,15.09
1990,10,14,17.62,15.6,16.61,17.82,5.96,20.54,14.58
1990,10,15,16.91,13.05,14.98,16.48,6.84,20.76,13.93
1990,10,16,17.58,12.72,15.15,16.44,6.62,21.58,14.97
1990,10,17,17.73,11.32,14.52,16.08,8.23,22.23,13.99
1990,10,18,18.2,12.17,15.19,16.68,8.17,22.78,14.61
1990,10,19,17.91,11.89,14.9,16.48,8.7,22.54,13.85
1990,10,20,17.99,10.87,14.44,16.47,10.59,23.66,13.08
1990,10,21,18.25,8.33,13.29,15.83,9.88,23.73,13.84
1990,10,22,17.64,8.17,12.9,15.22,9.22,22.82,13.6
1990,10,23,17.71,7.53,12.62,14.71,7.84,22.13,14.29
1990,10,24,17.72,7.58,12.65,15.01,8.16,22.61,14.44
1990,10,25,16.92,7.62,12.27,14.56,7.96,21.73,13.76
1990,10,26,16.87,6.4,11.63,14.0,8.34,21.87,13.53
1990,10,27,16.43,6.11,11.26,13.82,9.16,21.94,12.77
1990,10,28,16.46,5.97,11.22,13.46,8.32,21.35,13.03
1990,10,29,15.92,6.51,11.21,13.37,8.39,20.76,12.36
1990,10,30,16.12,7.35,11.73,13.58,8.56,21.24,12.68
1990,10,31,15.76,6.81,11.29,13.48,8.92,20.98,12.05
1990,11,1,16.11,6.87,11.49,13.78,8.67,21.15,12.48
1990,11,2,17.7,8.45,13.08,15.26,10.94,23.78,12.84
1990,11,3,18.46,6.37,12.41,15.44,11.05,24.51,13.47
1990,11,4,18.65,6.58,12.62,15.09,8.29,23.58,15.3
1990,11,5,17.9,7.7,12.8,15.23,9.08,23.15,14.08
1990,11,6,17.49,7.9,12.7,15.1,10.07,23.18,13.12
1990,11,7,17.38,6.28,11.83,14.66,10.55,23.4,12.85
1990,11,8,17.25,4.36,10.8,13.75,9.16,22.75,13.59
1990,11,9,16.99,4.83,10.9,14.12,11.53,23.75,12.22
1990,11,10,18.02,5.8,11.91,14.94,9.19,23.62,14.43
1990,11,11,17.32,7.51,12.41,15.09,9.79,22.8,13.0
1990,11,12,17.53,9.06,13.3,15.43,9.29,22.76,13.46
1990,11,13,18.17,8.02,13.1,15.33,8.41,23.41,15.0
1990,11,14,18.72,7.5,13.11,15.51,8.73,24.4,15.66
1990,11,15,18.18,6.12,12.15,15.01,9.12,23.87,14.75
1990,11,16,17.38,4.88,11.13,14.29,9.54,23.15,13.61
1990,11,17,16.24,4.47,10.36,13.58,10.12,22.12,12.01
1990,11,18,15.92,3.52,9.72,13.19,9.66,21.81,12.15
1990,11,19,16.44,2.3,9.37,12.96,11.03,22.51,11.48
1990,11,20,16.02,2.73,9.37,12.49,7.32,20.83,13.51
1990,11,21,16.33,5.23,10.78,14.53,11.46,23.07,11.61
1990,11,22,16.75,3.8,10.27,14.27,11.32,23.62,12.3
1990,11,23,16.26,4.39,10.33,14.83,12.8,23.62,10.82
1990,11,24,15.76,4.25,10.01,14.09,11.22,22.54,11.31
1990,11,25,15.58,3.88,9.73,13.18,9.01,21.51,12.5
1990,11,26,15.26,2.33,8.8,12.16,8.8,20.94,12.15
1990,11,27,14.65,1.46,8.05,11.73,11.59,21.59,10.0
1990,11,28,14.48,1.58,8.04,11.5,10.61,20.85,10.24
1990,11,29,12.87,0.81,6.84,10.39,8.49,17.87,9.37
1990,11,30,12.38,0.06,6.22,9.33,8.11,17.55,9.44
1990,12,1,13.41,-0.06,6.68,10.49,9.87,19.48,9.61
1990,12,2,12.72,1.23,6.98,10.15,7.75,17.73,9.98
1990,12,3,13.19,1.18,7.19,9.96,9.3,18.9,9.59
1990,12,4,13.48,0.36,6.92,9.9,8.66,19.15,10.48
1990,12,5,13.7,1.22,7.46,10.76,10.27,20.04,9.76
1990,12,6,13.8,0.94,7.37,10.76,9.3,19.94,10.64
1990,12,7,13.62,0.23,6.93,10.48,9.75,19.79,10.04
1990,12,8,13.91,-0.36,6.77,10.58,9.02,19.57,10.55
1990,12,9,14.07,-0.17,6.95,11.43,10.0,20.56,10.57
1990,12,10,13.12,-0.33,6.4,10.48,8.95,17.91,8.97
1990,12,11,13.19,0.19,6.69,10.48,11.12,19.91,8.8
1990,12,12,13.6,-0.6,6.51,10.25,10.4,20.3,9.9
1990,12,13,13.01,-0.1,6.45,9.83,10.82,19.52,8.7
1990,12,14,12.85,-1.31,5.77,9.15,9.94,19.23,9.3
1990,12,15,12.99,-2.13,5.43,8.36,6.36,16.96,10.61
1990,12,16,13.9,-3.06,5.42,9.61,9.38,19.73,10.34
1990,12,17,13.6,-1.59,6.01,10.39,12.01,20.97,8.95
1990,12,18,13.4,0.37,6.89,10.75,11.42,20.35,8.93
1990,12,19,13.33,-0.38,6.48,10.05,9.74,19.63,9.89
1990,12,20,12.98,-0.48,6.25,9.37,9.81,19.3,9.49
1990,12,21,12.09,-1.77,5.16,8.69,11.68,18.94,7.27
1990,12,22,11.95,-3.35,4.3,8.07,10.34,18.44,8.09
1990,12,23,12.39,-3.43,4.48,8.19,10.8,19.09,8.3
1990,12,24,12.45,-4.77,3.83,7.93,11.31,19.76,8.44
1990,12,25,11.74,-5.1,3.32,7.95,12.57,19.26,6.69
1990,12,26,12.23,-2.73,4.76,9.2,12.11,19.38,7.27
1990,12,27,13.46,-1.45,6.01,9.96,10.4,20.21,9.82
1990,12,28,13.05,-1.03,6.01,10.12,11.08,19.85,8.76
1990,12,29,12.48,0.54,6.51,9.0,6.68,16.19,9.51
1990,12,30,12.53,0.28,6.4,10.77,8.84,17.8,8.95
1990,12,31,10.12,4.3,7.22,10.27,9.98,16.82,6.83
1991,1,1,9.66,4.36,7.01,9.92,7.95,14.69,6.74
1991,1,2,8.7,4.3,6.5,8.33,6.27,12.49,6.23
1991,1,3,8.18,-0.3,3.94,6.81,9.56,14.15,4.58
1991,1,4,10.16,-5.93,2.12,7.23,11.27,16.99,5.72
1991,1,5,10.76,-7.11,1.83,6.97,10.72,17.76,7.04
1991,1,6,10.8,-6.59,2.11,7.16,11.8,18.02,6.23
1991,1,7,11.6,-5.16,3.23,7.82,10.53,18.01,7.48
1991,1,8,9.35,0.93,5.14,7.24,5.09,11.88,6.78
1991,1,9,10.59,2.88,6.73,8.87,10.47,17.09,6.62
1991,1,10,11.14,1.17,6.15,9.01,10.62,17.81,7.19
1991,1,11,11.01,-0.42,5.3,8.66,10.16,17.2,7.05
1991,1,12,9.85,-0.31,4.77,7.98,8.91,15.44,6.52
1991,1,13,9.8,-1.18,4.3,7.92,10.44,16.36,5.92
1991,1,14,8.69,-2.87,2.91,7.03,10.82,15.05,4.23
1991,1,15,9.05,-3.89,2.58,6.68,9.43,15.13,5.7
1991,1,16,10.44,-3.89,3.27,8.19,9.85,16.69,6.85
1991,1,17,11.01,-3.58,3.72,8.7,11.55,18.1,6.55
1991,1,18,10.89,-4.39,3.25,8.24,12.16,18.31,6.15
1991,1,19,9.67,-4.76,2.45,7.28,11.95,16.98,5.03
1991,1,20,8.98,-5.27,1.86,6.75,12.38,16.12,3.73
1991,1,21,8.44,-5.92,1.26,6.3,11.55,15.22,3.67
1991,1,22,9.95,-6.41,1.77,7.01,11.2,16.64,5.44
1991,1,23,10.3,-5.08,2.61,8.3,9.84,16.54,6.7
1991,1,24,10.48,-5.93,2.28,7.61,12.3,17.51,5.2
1991,1,25,11.69,-5.75,2.97,8.15,11.17,18.15,6.97
1991,1,26,12.71,-3.45,4.63,9.5,12.94,20.49,7.56
1991,1,27,14.11,0.15,7.13,11.12,12.35,21.62,9.26
1991,1,28,14.9,-0.55,7.18,11.51,11.86,22.44,10.58
1991,1,29,13.91,-1.45,6.23,11.19,13.02,21.62,8.6
1991,1,30,13.51,-2.15,5.68,11.16,12.4,20.98,8.58
1991,1,31,13.76,-5.42,4.17,10.65,12.49,21.22,8.73
1991,2,1,12.89,-6.14,3.37,10.67,13.6,20.85,7.26
1991,2,2,12.67,-5.85,3.41,10.76,14.12,20.99,6.87
1991,2,3,12.32,-5.56,3.38,10.98,12.04,18.96,6.92
1991,2,4,12.06,-4.42,3.82,10.88,12.76,19.44,6.68
1991,2,5,12.35,-5.54,3.4,10.05,11.13,18.72,7.58
1991,2,6,12.95,-5.9,3.52,10.14,11.15,20.12,8.98
1991,2,7,14.13,-4.53,4.8,12.08,14.11,22.48,8.37
1991,2,8,15.12,-3.41,5.86,13.51,14.95,23.75,8.8
1991,2,9,16.34,-3.56,6.39,14.15,14.26,24.67,10.41
1991,2,10,16.33,-2.28,7.02,14.57,12.31,23.3,10.98
1991,2,11,15.31,-0.05,7.63,14.07,10.98,21.51,10.51
1991,2,12,15.09,-1.55,6.77,14.44,14.64,23.8,9.16
1991,2,13,13.94,-4.26,4.83,13.13,14.35,22.13,7.78
1991,2,14,14.47,-7.81,3.33,12.76,12.93,22.73,9.8
1991,2,15,14.54,-9.31,2.62,12.18,13.42,22.75,9.33
1991,2,16,15.27,-11.71,1.78,12.62,16.08,24.34,8.26
1991,2,17,16.12,-8.66,3.73,14.32,15.95,24.74,8.79
1991,2,18,15.27,-0.88,7.19,14.68,10.35,21.27,10.92
1991,2,19,15.23,-4.74,5.24,14.35,14.43,23.26,8.83
1991,2,20,17.72,-6.57,5.58,16.01,12.3,25.47,13.17
1991,2,21,17.99,-8.81,4.59,15.28,16.86,27.28,10.42
1991,2,22,18.73,-7.04,5.85,16.68,15.87,27.71,11.84
1991,2,23,18.49,-4.7,6.89,17.15,15.41,27.04,11.62
1991,2,24,18.4,-2.63,7.88,16.79,13.88,25.94,12.05
1991,2,25,18.88,-1.83,8.53,17.94,15.06,27.5,12.44
1991,2,26,14.55,1.55,8.05,13.87,11.72,21.35,9.63
1991,2,27,14.38,4.55,9.47,14.88,12.27,20.91,8.64
1991,2,28,15.21,2.66,8.94,14.74,9.13,20.47,11.33
1991,3,1,16.08,-0.62,7.73,16.22,13.66,23.99,10.33
1991,3,2,16.46,-5.1,5.68,15.26,12.37,23.51,11.15
1991,3,3,17.67,-4.27,6.7,16.61,13.88,25.29,11.4
1991,3,4,15.65,1.8,8.73,15.57,11.02,22.98,11.95
1991,3,5,14.21,6.01,10.12,14.43,6.94,18.4,11.46
1991,3,6,14.57,1.87,8.22,13.93,13.0,22.04,9.04
1991,3,7,15.97,-1.97,7.0,14.61,14.05,24.18,10.13
1991,3,8,16.02,-3.28,6.37,15.0,13.77,23.55,9.78
1991,3,9,18.54,-1.89,8.33,17.62,13.35,25.99,12.64
1991,3,10,19.9,-0.97,9.47,19.33,15.77,29.08,13.3
1991,3,11,19.32,-3.02,8.15,18.53,14.94,27.76,12.83
1991,3,12,18.93,-4.88,7.02,18.42,16.19,27.7,11.51
1991,3,13,19.46,-5.35,7.05,18.78,17.59,28.83,11.23
1991,3,14,19.37,-2.69,8.34,19.37,14.02,27.1,13.08
1991,3,15,19.19,-2.04,8.58,19.17,16.71,28.14,11.44
1991,3,16,20.04,-5.18,7.43,19.22,16.29,28.75,12.46
1991,3,17,21.25,-7.29,6.98,19.47,15.2,29.82,14.62
1991,3,18,22.06,-7.09,7.49,20.5,15.34,30.67,15.33
1991,3,19,22.31,-5.95,8.18,21.33,17.97,32.27,14.3
1991,3,20,21.58,-6.76,7.41,20.79,16.1,31.05,14.95
1991,3,21,21.64,-9.7,5.97,20.34,14.62,30.04,15.43
1991,3,22,19.98,-2.9,8.54,19.8,10.49,25.15,14.66
1991,3,23,19.08,2.74,10.91,19.87,12.55,26.21,13.65
1991,3,24,17.3,0.53,8.91,18.89,13.87,24.94,11.07
1991,3,25,18.01,-4.7,6.65,17.94,15.95,26.61,10.66
1991,3,26,19.14,-4.78,7.18,18.42,13.77,26.71,12.94
1991,3,27,20.88,-3.92,8.48,19.83,12.91,27.9,14.99
1991,3,28,21.08,-3.17,8.96,20.3,12.7,28.26,15.56
1991,3,29,21.83,-3.26,9.28,21.03,13.84,29.15,15.31
1991,3,30,22.46,-3.21,9.62,21.99,14.62,30.26,15.63
1991,3,31,23.87,-1.45,11.22,24.27,14.5,31.62,17.12
1991,4,1,23.52,0.33,11.93,24.31,17.01,31.86,14.84
1991,4,2,24.76,-0.53,12.12,24.84,16.77,33.95,17.19
1991,4,3,22.83,2.95,12.89,23.3,13.48,30.19,16.7
1991,4,4,23.1,-0.23,11.44,23.31,14.04,31.35,17.31
1991,4,5,23.49,-2.52,10.48,23.76,13.55,31.71,18.17
1991,4,6,23.19,-0.88,11.15,23.59,12.76,31.1,18.34
1991,4,7,22.58,-0.63,10.98,23.3,15.86,30.4,14.54
1991,4,8,22.48,0.02,11.25,23.33,15.88,30.33,14.45
1991,4,9,22.31,2.27,12.29,23.76,13.05,29.23,16.18
1991,4,10,20.6,-0.27,10.16,22.13,14.84,28.47,13.62
1991,4,11,20.25,-4.18,8.04,20.94,15.23,28.18,12.95
1991,4,12,21.33,-7.12,7.11,21.3,14.54,29.01,14.48
1991,4,13,21.91,-5.62,8.15,22.28,15.23,29.88,14.65
1991,4,14,23.52,-0.16,11.69,24.23,14.91,31.0,16.09
1991,4,15,23.56,-1.06,11.25,24.17,16.64,32.02,15.38
1991,4,16,22.73,-8.23,7.25,22.89,17.3,32.15,14.85
1991,4,17,22.44,-11.24,5.59,21.8,16.16,31.15,14.99
1991,4,18,21.89,-12.22,4.83,21.67,16.05,30.44,14.38
1991,4,19,22.38,-12.55,4.91,21.63,16.62,30.7,14.08
1991,4,20,22.72,-11.51,5.6,22.23,16.63,31.24,14.61
1991,4,21,23.5,-10.58,6.46,23.17,16.09,31.9,15.8
1991,4,22,24.45,-8.49,7.98,24.31,15.62,32.55,16.94
1991,4,23,25.04,-3.7,10.67,25.4,15.56,32.72,17.15
1991,4,24,24.4,-2.86,10.77,25.37,14.86,32.14,17.28
1991,4,25,24.12,-4.52,9.8,24.63,15.7,32.01,16.31
1991,4,26,24.27,-6.49,8.89,24.63,16.94,32.49,15.55
1991,4,27,25.07,-6.53,9.27,25.2,15.86,33.12,17.26
1991,4,28,25.31,-5.7,9.8,25.53,16.37,33.62,17.26
1991,4,29,25.26,1.23,13.24,26.08,15.55,32.98,17.43
1991,4,30,26.68,-0.52,13.08,26.87,15.8,35.17,19.37
1991,5,1,27.15,-2.19,12.48,28.13,17.66,35.94,18.27
1991,5,2,27.63,1.31,14.48,27.92,15.45,35.45,20.0
1991,5,3,26.53,3.13,14.83,27.76,13.69,33.6,19.91
1991,5,4,26.85,1.85,14.35,27.48,16.76,35.69,18.93
1991,5,5,28.19,-0.16,14.01,28.58,16.27,36.72,20.45
1991,5,6,27.36,0.64,14.0,28.52,15.74,34.98,19.23
1991,5,7,28.13,1.45,14.79,29.11,17.81,36.94,19.12
1991,5,8,28.51,1.79,15.15,29.58,16.38,36.66,20.28
1991,5,9,28.95,0.35,14.65,29.9,15.5,36.87,21.37
1991,5,10,28.97,-3.36,12.8,29.76,15.95,37.31,21.36
1991,5,11,26.93,-3.42,11.75,28.17,14.34,34.58,20.24
1991,5,12,26.1,-5.39,10.35,27.12,15.94,34.36,18.42
1991,5,13,26.34,-6.68,9.83,26.59,15.23,33.89,18.66
1991,5,14,27.13,-5.56,10.79,27.51,14.88,34.87,19.99
1991,5,15,27.14,1.22,14.18,27.87,14.58,34.58,20.01
1991,5,16,27.26,2.51,14.88,28.1,15.11,34.79,19.69
1991,5,17,25.42,5.74,15.58,26.66,14.56,33.05,18.48
1991,5,18,27.5,1.94,14.72,28.19,15.75,35.4,19.65
1991,5,19,27.34,2.87,15.1,28.57,13.61,34.12,20.51
1991,5,20,27.2,6.22,16.71,28.78,14.06,34.2,20.14
1991,5,21,27.37,6.11,16.74,28.8,14.2,34.62,20.42
1991,5,22,27.21,3.44,15.33,28.51,14.23,34.69,20.45
1991,5,23,27.54,0.48,14.01,28.19,16.25,34.82,18.58
1991,5,24,28.3,-0.71,13.8,29.12,16.7,36.33,19.64
1991,5,25,28.03,2.69,15.36,28.87,14.18,35.05,20.87
1991,5,26,28.17,6.4,17.29,29.62,15.55,36.04,20.49
1991,5,27,28.0,8.64,18.32,29.49,12.19,34.44,22.25
1991,5,28,27.98,9.62,18.8,29.57,12.39,34.6,22.21
1991,5,29,27.97,10.72,19.34,29.64,12.34,34.19,21.85
1991,5,30,27.89,7.22,17.55,29.35,13.95,35.05,21.09
1991,5,31,23.94,14.05,18.99,24.47,8.83,28.3,19.47
1991,6,1,23.94,13.2,18.58,25.33,11.41,29.6,18.19
1991,6,2,24.36,13.41,18.89,25.84,10.62,29.4,18.78
1991,6,3,25.67,14.73,20.2,27.87,12.03,31.76,19.73
1991,6,4,25.63,15.13,20.38,27.8,10.8,30.94,20.14
1991,6,5,25.3,16.85,21.08,26.84,8.3,29.77,21.47
1991,6,6,24.6,18.12,21.36,25.67,7.96,28.84,20.88
1991,6,7,24.62,18.05,21.33,26.19,8.55,29.32,20.77
1991,6,8,24.25,19.19,21.72,25.63,7.18,28.48,21.3
1991,6,9,24.35,18.79,21.57,25.51,7.27,28.25,20.98
1991,6,10,23.59,18.97,21.28,24.67,6.52,27.33,20.81
1991,6,11,24.36,18.09,21.23,26.01,8.71,28.94,20.23
1991,6,12,23.87,19.1,21.48,25.29,7.22,28.31,21.1
1991,6,13,24.45,18.64,21.55,26.55,9.44,29.56,20.12
1991,6,14,24.58,19.1,21.84,26.22,8.91,29.22,20.3
1991,6,15,25.66,18.86,22.26,27.34,9.7,31.01,21.3
1991,6,16,28.14,11.82,19.98,28.93,13.98,35.37,21.4
1991,6,17,27.44,12.21,19.83,28.58,12.26,33.49,21.23
1991,6,18,26.38,14.92,20.65,27.58,11.15,32.89,21.74
1991,6,19,26.51,15.62,21.07,28.38,11.57,32.22,20.65
1991,6,20,27.38,16.03,21.7,29.55,10.47,33.22,22.76
1991,6,21,27.69,15.98,21.83,29.9,10.77,33.4,22.63
1991,6,22,28.9,12.94,20.91,30.38,11.35,34.83,23.48
1991,6,23,29.23,10.37,19.8,30.23,12.16,35.7,23.55
1991,6,24,28.73,9.43,19.08,29.87,11.07,34.62,23.55
1991,6,25,28.54,8.69,18.62,30.05,12.95,34.87,21.91
1991,6,26,28.05,11.69,19.87,30.08,11.15,33.9,22.75
1991,6,27,27.4,13.57,20.48,29.82,11.41,33.28,21.87
1991,6,28,28.19,15.24,21.71,30.54,10.27,33.58,23.33
1991,6,29,27.83,18.34,23.09,30.3,10.84,33.51,22.67
1991,6,30,24.72,19.9,22.3,25.92,5.55,27.67,22.12
1991,7,1,24.29,20.66,22.48,25.46,7.92,28.93,21.01
1991,7,2,26.64,19.66,23.15,28.28,10.76,32.47,21.71
1991,7,3,26.8,18.0,22.4,28.38,9.71,31.7,21.99
1991,7,4,24.58,18.71,21.65,26.19,8.25,29.04,20.78
1991,7,5,24.95,19.31,22.13,26.39,8.66,29.63,20.98
1991,7,6,25.37,19.94,22.65,26.73,8.58,30.08,21.49
1991,7,7,25.19,19.8,22.49,26.83,9.7,30.62,20.93
1991,7,8,24.62,19.89,22.26,25.86,7.88,28.99,21.1
1991,7,9,23.4,20.42,21.9,24.21,5.59,26.65,21.06
1991,7,10,24.36,20.43,22.4,25.48,8.8,29.2,20.4
1991,7,11,23.45,20.87,22.16,23.98,5.72,26.45,20.73
1991,7,12,22.7,18.7,20.7,23.42,5.84,25.63,19.79
1991,7,13,24.19,20.17,22.18,24.9,8.07,28.76,20.69
